source_file,metric_group,group_value,metric_name,metric_value
gemma_2_shot_structured_results,window_size,3.0,macro_precision,0.0740940825993486
gemma_2_shot_structured_results,window_size,3.0,macro_recall,0.0727804446346925
gemma_2_shot_structured_results,window_size,3.0,macro_f1,0.0729412732750892
gemma_2_shot_structured_results,window_size,5.0,accuracy,0.565149136577708
gemma_2_shot_structured_results,window_size,5.0,macro_precision,0.1040402418453042
gemma_2_shot_structured_results,window_size,5.0,macro_recall,0.1014790619557326
gemma_2_shot_structured_results,window_size,5.0,macro_f1,0.1020457941921241
gemma_2_shot_structured_results,window_size,7.0,accuracy,0.5394736842105263
gemma_2_shot_structured_results,window_size,7.0,macro_precision,0.1119831313253509
gemma_2_shot_structured_results,window_size,7.0,macro_recall,0.1092069576304569
gemma_2_shot_structured_results,window_size,7.0,macro_f1,0.110186282385154
gemma_2_shot_structured_results,window_size,9.0,accuracy,0.5355450236966824
gemma_2_shot_structured_results,window_size,9.0,macro_precision,0.1253666610132524
gemma_2_shot_structured_results,window_size,9.0,macro_recall,0.1238826553563395
gemma_2_shot_structured_results,window_size,9.0,macro_f1,0.1240989588783764
gemma_2_shot_structured_results,window_size,11.0,accuracy,0.516320474777448
gemma_2_shot_structured_results,window_size,11.0,macro_precision,0.1573654604142409
gemma_2_shot_structured_results,window_size,11.0,macro_recall,0.1521687896194763
gemma_2_shot_structured_results,window_size,11.0,macro_f1,0.1534933649342734
gemma_2_shot_structured_lemmatized_results,window_size,1.0,accuracy,0.5750605326876513
gemma_2_shot_structured_lemmatized_results,window_size,1.0,macro_precision,0.2551824841404427
gemma_2_shot_structured_lemmatized_results,window_size,1.0,macro_recall,0.2512298271297074
gemma_2_shot_structured_lemmatized_results,window_size,1.0,macro_f1,0.251688341898623
gemma_2_shot_structured_lemmatized_results,window_size,3.0,accuracy,0.5680880330123796
gemma_2_shot_structured_lemmatized_results,window_size,3.0,macro_precision,0.0952873074156161
gemma_2_shot_structured_lemmatized_results,window_size,3.0,macro_recall,0.0898763940619582
gemma_2_shot_structured_lemmatized_results,window_size,3.0,macro_f1,0.0916656453815286
gemma_2_shot_structured_lemmatized_results,window_size,5.0,accuracy,0.5729984301412873
gemma_2_shot_structured_lemmatized_results,window_size,5.0,macro_precision,0.1357344266793662
gemma_2_shot_structured_lemmatized_results,window_size,5.0,macro_recall,0.1323480505600767
gemma_2_shot_structured_lemmatized_results,window_size,5.0,macro_f1,0.1335754564418654
gemma_2_shot_structured_lemmatized_results,window_size,7.0,accuracy,0.5639097744360902
gemma_2_shot_structured_lemmatized_results,window_size,7.0,macro_precision,0.1491809548685609
gemma_2_shot_structured_lemmatized_results,window_size,7.0,macro_recall,0.1417886320943183
gemma_2_shot_structured_lemmatized_results,window_size,7.0,macro_f1,0.145086576572174
gemma_2_shot_structured_lemmatized_results,window_size,9.0,accuracy,0.5545023696682464
gemma_2_shot_structured_lemmatized_results,window_size,9.0,macro_precision,0.1685962082326323
gemma_2_shot_structured_lemmatized_results,window_size,9.0,macro_recall,0.1643296274875222
gemma_2_shot_structured_lemmatized_results,window_size,9.0,macro_f1,0.1656682876808493
gemma_2_shot_structured_lemmatized_results,window_size,11.0,accuracy,0.5341246290801187
gemma_2_shot_structured_lemmatized_results,window_size,11.0,macro_precision,0.141385684242827
gemma_2_shot_structured_lemmatized_results,window_size,11.0,macro_recall,0.1317880705357744
gemma_2_shot_structured_lemmatized_results,window_size,11.0,macro_f1,0.1359370450631435
gemma_2_shot_lemmatized_results,window_size,1.0,accuracy,0.5944309927360775
gemma_2_shot_lemmatized_results,window_size,1.0,macro_precision,0.4655688925148036
gemma_2_shot_lemmatized_results,window_size,1.0,macro_recall,0.4361987259483132
gemma_2_shot_lemmatized_results,window_size,1.0,macro_f1,0.441016619718419
gemma_2_shot_lemmatized_results,window_size,3.0,accuracy,0.5928473177441541
gemma_2_shot_lemmatized_results,window_size,3.0,macro_precision,0.4558198085513953
gemma_2_shot_lemmatized_results,window_size,3.0,macro_recall,0.4658578764379396
gemma_2_shot_lemmatized_results,window_size,3.0,macro_f1,0.458843201120684
gemma_2_shot_lemmatized_results,window_size,5.0,accuracy,0.5729984301412873
gemma_2_shot_lemmatized_results,window_size,5.0,macro_precision,0.4442441129016215
gemma_2_shot_lemmatized_results,window_size,5.0,macro_recall,0.4538626198855116
gemma_2_shot_lemmatized_results,window_size,5.0,macro_f1,0.4465315864062505
gemma_2_shot_lemmatized_results,window_size,7.0,accuracy,0.5620300751879699
gemma_2_shot_lemmatized_results,window_size,7.0,macro_precision,0.3961892946571854
gemma_2_shot_lemmatized_results,window_size,7.0,macro_recall,0.3987377128218413
gemma_2_shot_lemmatized_results,window_size,7.0,macro_f1,0.3960214951206694
gemma_2_shot_lemmatized_results,window_size,9.0,accuracy,0.580568720379147
gemma_2_shot_lemmatized_results,window_size,9.0,macro_precision,0.4854705518571064
gemma_2_shot_lemmatized_results,window_size,9.0,macro_recall,0.4972860264213647
gemma_2_shot_lemmatized_results,window_size,9.0,macro_f1,0.4902921740956061
gemma_2_shot_lemmatized_results,window_size,11.0,accuracy,0.5341246290801187
gemma_2_shot_lemmatized_results,window_size,11.0,macro_precision,0.4171499585749793
gemma_2_shot_lemmatized_results,window_size,11.0,macro_recall,0.4109386688129875
gemma_2_shot_lemmatized_results,window_size,11.0,macro_f1,0.411835023224905
